component_name,product_name,resolution_code,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_code,assignee_name
update,product_117,1,4,0,2,15,2,celek
releng,product_109,1,4,0,3,8,6,l.kirchev
agent,product_142,1,4,0,5,1,4,tcf.agent-inbox
client,product_110,1,4,0,4,0,1,malgorzata.tomczyk
core,product_79,1,6,0,14,111,2,andriib
content,product_49,1,6,0,7,114,2,kurt.sand
team,product_117,1,4,0,2,3,2,Kevin_McGuire
iam,product_173,1,6,0,3,0,2,iam.wtp-inbox
cdt,product_17,1,4,0,4,1,2,jcamelon
ui,product_69,1,4,0,2,2,2,dirk_baeumer
swt,product_117,1,4,0,2,0,2,duongn
incubator,product_121,1,4,1,3,7,4,rap-inbox
xcore,product_39,1,6,0,3,10,2,Ed.Merks
planeteclipse.org,product_20,1,4,0,3,13,2,gunnar
releng,product_110,1,4,0,2,12,2,ahunter.eclipse
diagrams,product_144,1,4,0,4,2,2,tigerstripe.core-inbox
tptp,product_173,1,6,0,4,0,2,samwai
git,product_20,1,6,0,6,12,2,webmaster
ui,product_117,1,4,0,2,0,4,Platform-UI-Inbox
js tools,product_110,1,4,0,31,163,4,Olivier_Thomann
debugger,product_116,1,6,0,4,114,4,shalom
other,product_70,1,4,0,2,0,2,simone.bordet
core,product_62,1,4,0,4,0,2,dimzzy
report,product_50,1,6,0,4,18,2,error-reports-inbox
chart,product_10,1,4,0,7,50,4,nli
general ui,product_116,1,6,0,5,0,2,php.ui-inbox
server,product_70,1,4,0,5,44,2,janb
wizard,product_89,1,4,0,2,30,6,mpc.wizard-inbox
core,product_148,1,4,0,10,46,2,jan.sievers
teneo,product_39,1,4,0,3,7,2,mtaal
cdt,product_17,1,4,2,21,75,2,angvoz.dev
other,product_118,1,4,0,2,59,2,beth
swt,product_117,1,4,0,3,2,2,christophe.cornu+eclipse
rm,product_118,1,4,0,3,6,2,drwootton
text,product_69,1,4,0,3,5,2,Claude_Knaus
ci,product_20,1,6,0,3,0,2,ci.admin-inbox
xtext,product_146,1,6,0,3,1,2,dennis.huebner
swt,product_117,1,4,0,3,3,2,snorthov
dashboard,product_20,1,4,0,4,190,2,dashboard-inbox
core,product_43,1,6,0,4,0,6,emf.compare-inbox
tptp,product_173,1,6,0,6,147,2,zhouja
data,product_10,1,4,0,2,97,2,mianrui.chai
swt,product_117,1,4,0,4,68,2,bshingar
other,product_173,1,6,0,5,2,4,for.work.things
tptp,product_173,1,6,0,5,7,4,mddunn
core,product_68,1,4,0,9,5,2,jsf.core-inbox
cdt,product_17,1,4,0,2,0,6,recoskie
tptp,product_173,1,6,0,3,2,2,khalsted
swt,product_117,1,4,0,17,17,5,christophe.cornu+eclipse
client,product_110,1,4,0,4,0,2,Silenio_Quarti
xtext,product_146,1,6,0,5,30,2,tmf.xtext-inbox
storage,product_other,1,6,0,6,206,2,smila.storages-inbox
wst,product_167,1,4,0,5,59,2,jesper
cdt,product_17,1,4,0,4,4,2,victor.lenet
project,product_78,1,4,0,3,5,2,overholt
xtext,product_146,1,6,0,5,0,4,tmf.xtext-inbox
rse,product_141,1,4,0,2,0,2,dmcknigh
tool,product_49,1,6,0,7,99,2,jytham
ui,product_117,1,4,0,13,60,2,dejan
core,product_91,1,4,0,2,166,2,steffen.pingel
p2,product_52,1,4,0,4,16,2,susan
swt,product_117,1,4,0,46,55,4,Silenio_Quarti
jst,product_164,1,4,0,5,5,5,ccc
server-side,product_52,1,4,0,20,71,2,kim.moir
general ui,product_116,1,6,0,4,35,2,seva.lapsha
ci,product_20,1,6,0,3,1277,2,ci.admin-inbox
core,product_69,1,4,0,5,8,4,jerome_lanneluc
hyades,product_173,1,6,0,5,5,2,smith
general,product_61,1,4,0,6,22,4,steveshaw
valgrind,product_78,1,4,0,2,1,2,ebaron
query language,product_1,1,6,0,7,305,2,yvan.lussaud
gef,product_55,1,4,0,3,629,2,nyssen
ui,product_117,1,4,0,12,187,2,Randy_Giffen
ui,product_38,1,6,0,7,56,2,egit.ui-inbox
runtime,product_117,1,4,0,2,0,2,dj.houghton
cdt,product_17,1,4,0,14,0,2,elaskavaia.cdt
tptp,product_173,1,6,0,5,1,2,ewchan
others,product_113,1,6,0,7,636,2,mdt-papyrus-inbox
other,product_39,1,4,0,3,3,2,emo
core,product_other,1,6,0,3,19,2,billingsjj
ui,product_3,1,4,0,2,7,2,sjanuary
xtext,product_146,1,6,0,3,52,2,tmf.xtext-inbox
lttng,product_78,1,6,0,4,1,2,fchouinard
hyades,product_173,1,6,0,4,0,2,rdanek
swt,product_117,1,4,0,11,988,2,snorthov
core,product_170,1,4,0,2,524,2,tmf.xtext-inbox
report,product_10,1,6,0,3,8,2,jouyang
framework,product_52,1,4,0,3,0,2,equinox.framework-inbox
rwt,product_121,1,4,0,5,1,2,rap-inbox
website,product_20,1,4,0,6,0,2,phoenix.ui-inbox
ui,product_69,1,4,0,14,51,2,tobias_widmer
cbi p2 repository aggregator,product_16,1,6,0,9,1,2,b3.aggregator-inbox
editor,product_116,1,6,0,3,40,4,yaron.m
hyades,product_173,1,6,0,7,0,2,ewchan
p2,product_52,1,4,0,2,1,2,equinox.p2-inbox
accounts.eclipse.org,product_20,1,4,0,2,213,2,webdev
compiler,product_7,1,4,0,5,6,4,aspectj-inbox
content,product_49,1,6,0,5,3,2,balduino
runtime,product_117,1,4,0,6,0,5,tjwatson
team,product_117,1,4,0,3,286,2,Kevin_McGuire
editor,product_110,1,4,0,4,0,2,Silenio_Quarti
p2,product_52,1,4,0,3,0,2,akurtakov
bugzilla,product_20,1,4,0,8,1,5,webmaster
luadevelopmenttools,product_other,1,4,0,2,3,2,sbernard
chart,product_10,1,6,0,5,8,2,liheeng
text,product_117,1,4,0,2,2,2,platform-text-inbox
other,product_121,1,4,0,2,0,2,rap-inbox
wst,product_167,1,6,0,6,2,2,kchong
report,product_10,1,4,0,2,20,2,rlu
releng,product_39,1,6,0,9,195,2,nboldt
cdt,product_17,1,4,0,5,102,2,ken.ryall
ui,product_115,1,4,0,4,1,2,baumanbr
aperi,product_173,1,4,0,2,4,4,dwolfe
swt,product_117,1,4,0,40,99,5,cocoakevin
wikitext,product_96,1,4,0,6,0,2,greensopinion
core,product_106,1,6,0,3,4,2,mdt-ocl-inbox
report,product_10,1,6,0,5,21,2,cchen
editor ui,product_other,1,4,0,4,43,2,egerrit-inbox
rpm,product_78,1,4,0,3,637,2,linux.rpm-inbox
proposals and reviews,product_20,1,4,0,6,29,2,emo
p2,product_52,1,4,0,24,11,6,rinsvind
releng,product_117,1,4,0,3,48,2,sonia_dimitrov
other,product_other,1,4,0,3,11,2,misinco
ui,product_117,1,4,0,20,47,2,Kevin_McGuire
core,product_3,1,4,0,31,39,2,AJDT-inbox
swt,product_117,1,4,0,3,149,2,snorthov
framework,product_52,1,4,0,7,3,2,mwflaher
runtime,product_128,1,6,0,5,3,2,karl
ui,product_other,1,4,0,4,3,2,ali.akar82
editor,product_116,1,6,1,6,466,2,php.ui-inbox
build,product_115,1,4,0,2,120,2,pde-ui-inbox
other,product_20,1,4,0,2,0,1,ci.admin-inbox
tptp,product_173,1,6,0,2,575,2,jcayne
data,product_10,1,6,0,5,3,2,Birt-ReportDesigner-inbox
servers,product_20,1,6,0,8,0,2,webmaster
runtime,product_117,1,4,0,2,34,2,dj.houghton
core,product_other,1,4,0,11,26,2,yves.yang
documentation,product_157,1,4,0,8,71,2,katep
report,product_10,1,6,0,5,5,2,xiong.zhang
planeteclipse,product_173,1,4,0,4,0,2,nobody
ui,product_38,1,4,0,3,5,2,egit.ui-inbox
jira,product_91,1,4,0,19,0,4,steffen.pingel
p2,product_52,1,4,0,3,1,2,susan
ecf,product_29,1,4,0,30,89,2,ecf.core-inbox
proposals and reviews,product_20,1,4,0,22,62,2,webmaster
gef,product_55,1,4,0,6,997,2,ahunter.eclipse
diagram,product_113,1,6,0,4,865,2,tischenko
editor,product_116,1,6,0,5,102,4,guy.g
core,product_38,1,4,0,3,1,2,egit.ui-inbox
teneo,product_39,1,4,0,4,6,2,mtaal
swt,product_117,1,4,0,8,2,2,skovatch
client,product_110,1,4,0,4,0,2,libingw
ui,product_117,1,4,0,4,1,2,eduardo_pereira
jst,product_168,1,6,0,8,7,4,pmoogk
scout,product_131,1,6,0,4,43,2,scout.core-inbox
diagram,product_113,1,6,0,14,567,2,shatilov
cdt,product_17,1,6,0,7,19,2,pawel.1.piech
core,product_142,1,4,0,10,10,2,dsdp.tm.tcf-inbox
jgit,product_71,1,4,0,9,24,2,matthias.sohn
other,product_other,1,4,0,5,0,2,yves.yang
other,product_70,1,4,0,5,0,2,janb
tptp,product_173,1,6,0,10,6,5,slavescu
client,product_110,1,4,0,3,1,2,curtis.windatt.public
other,product_74,1,6,0,14,2175,2,Marcel.Hein
report,product_10,1,6,0,4,1,2,kshen
core,product_170,1,6,0,3,1,2,tmf.xtext-inbox
resources,product_117,1,4,0,2,0,2,john.arthorne
client,product_110,1,4,0,3,37,2,grant_gayed
core,product_other,1,4,0,3,1,2,pedemont
website,product_9,1,4,0,2,91,2,babel.server-inbox
releng,product_110,1,4,0,6,699,2,simon_kaegi
user,product_117,1,4,1,6,708,2,cgold
team,product_117,1,4,0,3,8,1,pawel.pogorzelski1
security,product_52,1,4,0,12,9,2,equinox.security-inbox
client,product_110,1,4,0,3,13,2,libingw
proposals and reviews,product_20,1,4,0,5,8,2,emo
compare,product_117,1,4,0,8,26,2,platform-compare-inbox
text,product_69,1,4,0,4,23,2,eclipse
swt,product_117,1,4,0,12,4961,2,billy.biggs
swt,product_117,1,4,0,2,0,2,christophe.cornu+eclipse
other,product_other,1,4,0,3,188,2,wtp.inc.xmlsecurity-inbox
client,product_110,1,4,0,2,0,2,libingw
core,product_1,1,6,0,3,169,2,acceleo-inbox
jst,product_168,1,6,0,8,6,4,makandre
ui,product_117,1,4,0,5,234,2,michaelvanmeekeren
tool,product_49,1,4,0,2,1,2,storaskar
stardust,product_173,1,4,0,2,297,2,stephan.born
cdt,product_17,1,4,0,3,81,2,john.camelon
architecture council,product_20,1,4,0,3,59,2,eclipse.org-architecture-council
website,product_20,1,4,0,8,1,5,phoenix.ui-inbox
ui,product_115,1,4,0,3,112,2,curtis.windatt.public
cdt,product_17,1,4,0,5,0,2,hansruedi.patzen
report,product_10,1,6,0,3,0,2,rlu
wst,product_164,1,6,0,4,19,2,jsholl
aether,product_173,1,6,0,5,2,2,aether.core-inbox
ui,product_3,1,4,0,3,602,1,andrew.eisenberg
wikitext,product_96,1,4,0,9,67,2,greensopinion
cdt,product_17,1,4,0,4,13,2,mschorn.eclipse
client,product_110,1,4,0,5,6,2,simon_kaegi
server,product_70,1,4,0,4,6,2,janb
core,product_69,1,4,0,3,0,2,manpalat
other,product_121,1,4,0,3,28,2,rap-inbox
other,product_110,1,4,0,5,3,6,ahunter.eclipse
website,product_20,1,4,0,2,1,2,phoenix.ui-inbox
datatools,product_23,1,4,0,3,1,2,dtp.connectivity-inbox
engine,product_120,1,4,0,4,34,2,serg.boyko2011
bugzilla,product_101,1,4,0,28,248,2,eclipse
report,product_10,1,4,0,13,67,2,jliu
report,product_10,1,6,0,9,4,5,ianl
swt,product_117,1,4,0,3,1,2,curtis_d'entremont
resources,product_117,1,4,0,2,0,2,eclipse
cvs,product_20,1,4,0,4,12,2,webmaster
gef,product_55,1,4,0,8,135,5,mgobeil
geclipse,product_173,1,6,0,5,0,2,mathias.stuempert
php explorer & projects management,product_116,1,6,0,3,3,4,ganoro
others,product_113,1,4,0,2,1,1,cletavernier
report,product_10,1,6,0,3,21,2,yChen
tptp,product_173,1,6,0,8,4,5,chengrui.deng
ui,product_69,1,4,0,3,0,2,dirk_baeumer
editor,product_110,1,4,0,2,0,2,Silenio_Quarti
ecf,product_29,1,4,0,2,64,2,ecf.core-inbox
other,product_other,1,4,0,2,21,2,duncan.r.mills
ui,product_69,1,4,0,4,3,2,benno.baumgartner
query,product_153,1,4,0,8,8,2,viatra-query
other,product_157,1,6,0,4,27,2,bob.fraser
others,product_113,1,6,0,3,0,2,benoit.maggi
text,product_69,1,4,0,3,7,2,eclipse
servlet-3.1,product_70,1,4,0,2,7,2,janb
bugzilla,product_91,1,4,0,4,1,2,robert.elves
runtime,product_117,1,4,0,2,0,2,tjwatson
modeling,product_129,1,6,0,3,0,2,konstantin
tptp,product_173,1,6,0,13,65,5,aeberbac
accounts.eclipse.org,product_20,1,4,0,4,21,2,webdev
jst,product_164,1,4,0,3,0,2,cbridgha
cdt,product_17,1,4,0,2,126,2,alain
tptp,product_173,1,6,0,30,202,2,vsatpute
framework,product_101,1,4,0,4,62,1,steffen.pingel
core,product_113,1,4,2,3,622,2,cletavernier
moxy,product_31,1,4,0,3,0,2,david.mccann
tptp,product_173,1,6,0,5,12,4,popescu
core,product_116,1,6,0,4,4,2,php.ui-inbox
core,product_106,1,6,0,6,1,2,mdt-ocl-inbox
client,product_110,1,4,0,3,423,2,aidanr
core,product_113,1,4,0,2,253,4,gmerin
eswt,product_53,1,4,0,3,0,2,gorkem.ercan
report,product_10,1,4,0,13,25,2,yliang
core,product_170,1,4,1,7,553,2,tmf.xtext-inbox
package,product_50,1,4,0,35,4,5,epp.packager-inbox
buckminster,product_173,1,6,0,3,15,2,buckminster.core-inbox
ui,product_115,1,4,0,4,16,2,dejan
core,product_113,1,6,0,2,0,2,vincent.lorenzo
cdt,product_17,1,4,0,3,3,2,mschorn.eclipse
framework,product_101,1,4,0,4,1,2,steffen.pingel
hyades,product_173,1,6,0,10,1,4,samwai
core,product_39,1,6,0,8,148,2,Ed.Merks
hyades,product_173,1,6,0,5,0,2,apnan
framework,product_21,1,4,0,7,56,2,brian.vosburgh
website,product_20,1,4,0,3,0,2,phoenix.ui-inbox
jst,product_164,1,6,0,6,1,2,jsholl
emf forms,product_33,1,6,0,2,1474,2,eneufeld
general,product_other,1,4,0,2,41,2,ecore-inbox
wst,product_167,1,4,0,2,172,2,nsand.dev
tptp,product_173,1,6,0,7,40,2,aeberbac
other,product_other,1,4,0,3,724,2,dash-inbox
planeteclipse.org,product_20,1,4,0,3,0,2,caniszczyk
rwt,product_121,1,4,0,3,64,2,rap-inbox
ui,product_117,1,4,0,3,44,2,kai-uwe_maetzel
general,product_other,1,4,0,10,339,4,udig-inbox
ui,product_117,1,4,0,13,56,2,platform-ui-triaged
core,product_113,1,4,0,2,499,2,cletavernier
ui,product_69,1,4,0,3,0,2,markus.kell.r
server,product_70,1,4,0,2,3,4,janb
framework,product_101,1,4,0,5,4,4,steffen.pingel
autotools,product_173,1,4,0,2,0,2,jjohnstn
doc,product_115,1,4,0,3,0,2,pde-ui-inbox
cdt,product_17,1,6,0,6,8,2,ted
incubator,product_121,1,4,0,4,14,2,rap-inbox
query,product_153,1,6,0,11,41,2,bergmann
php explorer & projects management,product_116,1,6,0,9,6,2,php.ui-inbox
ui,product_69,1,4,0,3,170,2,benno.baumgartner
resources,product_117,1,4,0,3,10,2,john.arthorne
report,product_10,1,6,0,4,0,6,ywang
install,product_89,1,4,0,5,228,2,mpc.install-inbox
general,product_61,1,4,0,7,7,2,tmacdoug
build,product_115,1,4,0,9,100,2,irbull
update,product_117,1,4,0,5,72,2,celek
p2,product_52,1,4,0,14,468,2,simon_kaegi
core,product_170,1,6,0,6,8,2,tmf.xtext-inbox
rdt,product_118,1,4,0,2,1,2,recoskie
rse,product_141,1,4,0,5,0,2,dmcknigh
team,product_117,1,4,0,2,0,2,valentam
recommenders,product_173,1,6,0,2,26,2,marcel.bruch
report,product_10,1,6,0,4,51,2,rlu
git,product_110,1,4,0,4,59,2,bartosz.grabski
wtp datatools,product_173,1,6,0,3,43,5,wst.rdb-inbox
wikitext,product_96,1,4,0,4,2,2,greensopinion
higgins,product_173,1,6,0,3,106,2,mkopeyka
jst,product_167,1,6,0,8,0,2,david_williams
general,product_other,1,6,0,3,75,1,buildship-inbox
releng,product_other,1,4,0,3,0,2,nboldt
content,product_49,1,6,0,5,24,4,epf.content-inbox
text,product_117,1,4,0,4,654,2,daniel_megert
core,product_69,1,4,0,3,4,2,david_audel
integrations,product_139,1,4,0,8,6,4,a.gurov
ui,product_other,1,6,0,3,0,2,emfdiffmerge.ui-inbox
jst,product_168,1,6,0,10,1,4,gilberta
core,product_113,1,4,0,5,1070,4,mdt-papyrus-inbox
compendium,product_52,1,4,0,8,269,2,equinox.compendium-inbox
remote tools,product_118,1,6,0,9,28,2,ptp-inbox
tptp,product_173,1,6,0,17,658,2,jkubasta
packagingtools,product_78,1,4,0,2,15,2,linux.packagingtools-inbox
cosmos,product_173,1,6,0,9,420,2,dlwhiteman
incubator,product_52,1,4,0,2,0,2,unknown1
server,product_70,1,4,0,2,16,2,gregw
p2,product_52,1,4,0,3,0,2,john.arthorne
report,product_10,1,6,1,10,206,2,vpetry
data,product_10,1,6,0,3,0,5,xwu
code assist,product_116,1,6,5,12,1162,4,php.ui-inbox
connectivity,product_23,1,4,0,3,0,5,lchan
ui,product_117,1,4,0,7,3,2,tjwatson
compiler,product_7,1,4,0,9,345,2,aspectj-inbox
wst,product_167,1,6,0,9,56,2,for.work.things
core,product_148,1,4,1,14,95,2,Martin.SCHREIBER
cdo,product_39,1,6,0,5,0,2,stepper
xtext,product_146,1,6,0,5,20,1,tmf.xtext-inbox
core,product_148,1,4,0,9,4,5,tobias.oberlies
general,product_61,1,4,0,3,0,2,aboyko
build,product_10,1,6,0,3,0,4,bluesoldier
doc,product_118,1,4,0,3,0,2,g.watson
other,product_other,1,6,0,5,225,2,Theron.W.Virgin
core,product_90,1,6,0,3,29,2,wds057
core,product_113,1,4,0,3,23,5,rschnekenburger
ui,product_117,1,6,0,3,27,2,Tod_Creasey
p2,product_52,1,4,0,7,186,2,equinox.p2-inbox
ui,product_117,1,4,0,3,1428,2,Platform-UI-Inbox
core,product_113,1,4,0,3,39,2,tatiana.fesenko
vorto repository,product_other,1,4,0,9,204,2,vorto-inbox
other,product_79,1,6,0,3,21,2,jamsden
ui,product_69,1,4,0,2,74,2,dirk_baeumer
other,product_other,1,4,0,3,0,2,polarsys.wg-inbox
tptp,product_173,1,6,0,12,48,5,guru.nagarajan
core,product_43,1,6,0,5,1,6,emf.compare-inbox
core,product_other,1,6,0,9,24,2,vertx.core-inbox
releng,product_117,1,4,0,2,3,1,kitlo
client,product_110,1,4,0,2,59,2,emoffatt
hyades,product_173,1,6,0,4,0,2,curtispd
rse,product_141,1,6,0,5,1,2,dmcknigh
ui,product_69,1,4,0,2,2,2,jdt-ui-inbox
rse,product_141,1,4,0,4,888,2,dmcknigh
node,product_110,1,6,0,3,18,2,xinyij
moxy,product_31,1,4,0,9,56,2,denise.mahar
wst,product_166,1,6,0,9,7,2,deboer
rc,product_74,1,6,0,12,2,2,Maissmaallsmyss.Maulhs
report,product_10,1,4,0,7,9,2,cyfgod
report,product_10,1,4,0,7,8,2,xuelan.li
client,product_110,1,4,0,2,0,2,simon_kaegi
content,product_49,1,6,0,4,6,2,steve
wst,product_167,1,4,0,8,1,2,nsand.dev
ui,product_117,1,4,0,2,4,2,Randy_Giffen
text,product_117,1,4,0,4,171,2,kai-uwe_maetzel
rwt,product_121,1,4,0,2,32,2,ruediger.herrmann
stardust,product_173,1,4,0,4,7,2,stardust.portal-inbox
jst,product_168,1,6,0,10,171,2,kathy
resources,product_117,1,4,0,2,4,2,john.arthorne
swt,product_117,1,4,0,2,0,2,grant_gayed
jst,product_167,1,4,4,28,1193,4,nitind
git,product_20,1,4,0,9,39,6,webmaster
other,product_157,1,6,0,6,5,4,lmandel
team,product_117,1,4,0,3,2,4,valentam
cosmos,product_173,1,6,0,5,1,2,jagmits
server,product_110,1,4,0,4,0,2,mamacdon
workbench,product_121,1,4,0,2,1,2,rap-inbox
cdt,product_17,1,4,0,48,42,2,mschorn.eclipse
report,product_10,1,6,0,4,0,2,ywang
report,product_10,1,6,0,6,22,2,rlu
emf forms,product_33,1,4,0,7,248,2,lkoehler
resources,product_117,1,4,0,2,0,2,dj.houghton
wst,product_167,1,6,0,5,41,2,kchong
rse,product_141,1,4,0,4,0,2,dmcknigh
ui,product_117,1,4,0,5,1,2,nick_edgar
hyades,product_173,1,6,0,3,13,2,samwai
team,product_117,1,6,0,5,2,2,jean-michel_lemieux
jst,product_167,1,4,0,2,0,2,nsand.dev
cdo,product_39,1,6,0,4,0,2,stepper
main,product_83,1,6,0,4,2,2,gdupe
ui,product_115,1,4,0,2,1,2,pde-ui-inbox
releng,product_146,1,6,0,4,245,2,schoenbach
swt,product_117,1,4,0,4,82,2,snorthov
team,product_117,1,4,0,4,14,2,jean-michel_lemieux
buckminster,product_173,1,4,0,2,0,2,buckminster.core-inbox
general,product_61,1,4,0,3,0,2,mmostafa
team,product_117,1,4,0,2,0,2,platform-team-inbox
code folding,product_116,1,6,0,5,1,2,php.ui-inbox
tptp,product_173,1,6,0,15,15,6,paulslau
core,product_106,1,6,0,9,6,4,give.a.damus
technologies,product_83,1,6,0,3,0,2,nicolas.bros
jst,product_164,1,6,0,6,1,2,thebravoman
cdt,product_17,1,4,0,4,886,2,dschaefer
cdt,product_17,1,4,0,2,13,2,alain
other,product_other,1,6,0,4,0,2,recommenders-inbox
swt,product_117,1,4,0,3,1,2,snorthov
jst,product_other,1,6,0,28,13,2,kaloyan
xtext,product_146,1,6,0,4,1,2,tmf.xtext-inbox
bundles,product_109,1,4,0,2,2,6,caniszczyk
other,product_173,1,4,0,2,1,2,hlhawkins
scout,product_131,1,6,0,6,0,5,scout.core-inbox
xtext,product_146,1,6,0,8,58,2,tmf.xtext-inbox
jst,product_166,1,6,0,11,22,2,Larry.Isaacs
monitor,product_other,1,4,0,6,189,2,steffen.pingel
rm,product_118,1,6,0,4,4,2,bwatt
bugzilla,product_101,1,4,0,5,0,1,eclipse
other,product_39,1,4,0,3,0,2,emf.query2-inbox
core,product_113,1,6,0,2,0,2,vincent.lorenzo
report,product_10,1,6,0,3,0,2,cchen
core,product_38,1,4,4,8,763,2,egit.ui-inbox
core,product_other,1,6,0,6,1,2,michael.wenz
core,product_other,1,4,0,6,1,2,graphiti-inbox
text,product_69,1,4,0,2,24,2,eclipse
report,product_10,1,6,0,4,2,2,ywang
ui,product_43,1,6,0,2,45,4,emf.compare-inbox
websocket,product_70,1,4,0,8,7,2,simone.bordet
ui,product_115,1,4,0,5,141,2,pde-ui-inbox
team,product_117,1,4,0,2,0,2,platform-vcm-inbox
hyades,product_173,1,6,0,4,12,4,eejessee
other,product_other,1,6,0,3,113,2,ryan.d.brooks
p2,product_52,1,4,0,2,0,2,rgrunber
setup,product_108,1,4,0,3,8,2,stepper
ui,product_117,1,4,0,7,833,1,pwebster
buckminster,product_173,1,4,0,2,0,2,buckminster.core-inbox
data access,product_10,1,4,0,2,0,6,jluo
swt,product_117,1,4,0,4,5,2,snorthov
jst,product_164,1,6,0,8,1,5,jlanuti
core,product_1,1,6,0,3,0,2,acceleo-inbox
resources,product_117,1,4,0,2,122,2,platform-resources-inbox
website,product_20,1,4,0,9,83,2,phoenix.ui-inbox
cdt,product_17,1,4,0,3,2,2,cdt-core-inbox
jst,product_164,1,6,0,5,4,4,kaloyan
core,product_106,1,6,0,5,0,4,give.a.damus
sql,product_23,1,4,0,7,301,4,bpayton
higgins,product_173,1,6,0,3,77,4,slyakhov
gef,product_55,1,4,0,3,0,2,ppshah
servers,product_20,1,6,0,10,731,4,webmaster
server,product_110,1,4,0,4,0,2,john.arthorne
client,product_110,1,4,0,2,5,2,Carolyn_MacLeod
cdt,product_17,1,4,0,26,111,2,marc.khouzam
valgrind,product_78,1,4,0,5,6,2,rgrunber
user,product_117,1,4,0,3,5,2,konradk
cosmos,product_173,1,6,0,3,33,5,amehrega
swt,product_117,1,4,0,6,7,2,skovatch
cvs,product_20,1,4,0,2,0,2,webmaster
ui,product_69,1,4,0,7,8,2,dirk_baeumer
releng,product_23,1,6,0,3,1,2,jgraham
tasks,product_91,1,4,0,10,1,5,steffen.pingel
dashboard,product_20,1,4,0,2,1,4,dashboard-inbox
xtext,product_146,1,6,0,6,1156,2,tmf.xtext-inbox
marketplace,product_20,1,4,0,3,5,2,marketplace-inbox
general ui,product_116,1,6,0,3,0,2,eden
server,product_110,1,4,0,3,5,2,ahunter.eclipse
moxy,product_31,1,4,0,3,116,2,denise.mahar
code assist,product_116,1,6,0,8,388,2,spektom
security,product_52,1,4,0,5,2,2,equinox.security-inbox
cdt,product_17,1,4,0,9,93,2,mschorn.eclipse
hyades,product_173,1,6,0,9,5,2,jerome.gout
jsf tools,product_68,1,4,0,38,103,4,gerry.kessler
launcher,product_52,1,4,0,29,44,2,arunkumar.thondapu
ui,product_69,1,4,0,2,1,2,martinae
gef,product_55,1,4,0,3,31,2,gef-inbox
other,product_other,1,4,0,2,1,2,pisv
wst,product_167,1,4,0,3,345,2,zalapa
core,product_113,1,4,0,3,846,2,benoit.maggi
outline views,product_116,1,6,0,3,0,2,guy.g
swt,product_117,1,4,0,3,0,2,Mike_Wilson
wst,product_167,1,4,0,2,0,2,nsand.dev
core,product_43,1,6,0,3,150,2,give.a.damus
user,product_117,1,4,0,12,202,2,konradk
edt,product_173,1,6,0,6,33,2,xiaobinc
ui,product_115,1,4,0,4,6,2,pde-ui-inbox
framework,product_52,1,4,0,7,0,2,equinox.framework-inbox
ui,product_117,1,6,0,6,117,2,Tod_Creasey
client,product_110,1,4,0,8,22,2,susan
plug-ins,product_145,1,6,0,5,0,2,jeno.balasko
releng,product_117,1,4,0,3,2,2,kim.moir
wst,product_167,1,6,0,5,2,2,david_williams
rse,product_141,1,6,0,6,125,2,ddykstal.eclipse
tools,product_121,1,4,0,7,3,2,rap-inbox
wst,product_166,1,6,0,7,55,2,sghung
core,product_38,1,4,0,5,2246,2,egit.ui-inbox
other,product_118,1,4,0,3,40,2,com-eclipse-org
other,product_70,1,6,0,5,0,2,jesse.mcconnell
releng,product_117,1,4,0,4,2,2,kim.moir
tcl,product_25,1,4,0,3,548,2,dltk.common-inbox
trac,product_101,1,4,0,5,68,2,steffen.pingel
swtbot,product_140,1,4,0,3,20,2,mariot.chauvin
team,product_117,1,4,0,5,4,2,James_Moody
higgins,product_173,1,4,0,2,85,2,vkokhan
team,product_117,1,4,0,3,0,2,platform-team-inbox
planeteclipse,product_173,1,6,0,4,14,2,gunnar
swt,product_117,1,4,8,60,274,4,snjezana.peco
hyades,product_173,1,6,0,3,50,2,paulslau
cvs,product_117,1,4,0,2,0,2,daniel_megert
core,product_74,1,6,0,7,10,5,jubula.core-inbox
ui,product_other,1,4,0,2,0,2,bpel.ui-inbox
wikitext,product_96,1,4,0,13,23,4,jeremie.bresson
ridget,product_126,1,4,0,3,1,2,elias
cdt,product_17,1,4,0,3,29,2,alain
tptp,product_173,1,6,0,4,2,5,nmehrega
foundation,product_31,1,4,0,5,62,2,eclipselink.orm-inbox
ui,product_69,1,4,0,4,0,2,stephan.herrmann
rse,product_141,1,4,0,5,1,2,dmcknigh
tool,product_49,1,6,0,4,1,2,jefhardy
edt,product_173,1,4,0,11,7,2,songfan
rse,product_141,1,4,0,3,8,2,dmcknigh
website,product_20,1,4,0,4,1,2,phoenix.ui-inbox
rdt,product_118,1,4,0,3,4,4,mikekucera
wst,product_167,1,4,0,4,23,2,d_a_carver
tool,product_49,1,6,0,4,0,2,jxi
trac,product_91,1,4,0,3,0,2,steffen.pingel
ui,product_117,1,4,0,5,21,2,pwebster
releng,product_117,1,4,0,4,17,2,kim.moir
ui,product_115,1,4,0,2,23,2,dejan
js tools,product_110,1,4,0,4,1,2,Michael_Rennie
components,product_52,1,4,0,5,3,2,l.kirchev
